Value,S,K,tau,r,BS
1.254999998,444.18612740000003,460,0.150793651,0.029930000000000002,Over
5.44000418,432.4007399,440,0.23412698399999998,0.030539999999999998,Over
0.285000002,436.8978738,465,0.206349206,0.03013,Over
9.116162586,446.58846969999996,440,0.05952381,0.02972,Under
28.66549841,439.178772,415,0.198412698,0.03023,Under
16.60504936,435.8014478,425,0.202380952,0.02972,Under
0.505000504,425.4723308999999,465,0.27777777800000003,0.03126,Over
4.374999998,444.3971635,460,0.27380952399999997,0.03034,Over
11.52240517,435.75142900000003,435,0.317460317,0.03013,Over
6.999999999,452.64932580000004,455,0.146825397,0.030539999999999998,Under
0.815010085,446.73566910000005,455,0.063492063,0.029930000000000002,Over
55.959075799999994,431.6185995,380,0.293650794,0.03147,Under
23.36881066,444.3357398,430,0.329365079,0.029930000000000002,Under
12.47177912,439.45121789999996,435,0.19047619,0.02972,Under
12.70716223,450.85173710000004,450,0.281746032,0.030539999999999998,Under
28.52585228,439.76400010000003,415,0.17857142899999998,0.03013,Under
33.27065637,439.45121789999996,410,0.19047619,0.02972,Under
25.28523287,445.9777397,430,0.35714285700000004,0.03023,Under
0.315007301,447.35069919999995,480,0.194444444,0.02962,Over
25.2600823,435.8014478,415,0.202380952,0.02972,Under
14.61993825,445.84722130000006,440,0.23412698399999998,0.03003,Under
37.22357487,451.33524739999996,415,0.05952381,0.02951,Under
1.375000005,444.49643710000004,475,0.337301587,0.02982,Over
14.15727331,433.72956519999997,430,0.313492063,0.02972,Under
0.970000002,432.63329580000004,455,0.182539683,0.03147,Over
5.4400012,446.58846969999996,445,0.05952381,0.02972,Over
18.03726285,448.07682800000003,440,0.313492063,0.02972,Under
1.625000002,447.3553842,475,0.317460317,0.03003,Over
5.564999997999999,447.32041430000004,465,0.36111111100000004,0.03013,Over
18.14703058,446.73566910000005,430,0.063492063,0.029930000000000002,Under
3.255,443.0939992,450,0.13888888900000002,0.029930000000000002,Over
27.60056244,448.2201219,425,0.206349206,0.03003,Under
41.63964545,446.1397613,410,0.305555556,0.03003,Under
36.11845664,445.4717879,410,0.03968254,0.029930000000000002,Under
4.375000002,438.8067653,440,0.099206349,0.03013,Over
1.005,430.9624272,460,0.23412698399999998,0.029930000000000002,Over
0.125000368,433.1969982,470,0.222222222,0.03034,Over
1.315000793,436.8680998,445,0.09126984099999999,0.02972,Over
0.125000007,445.04224000000005,480,0.146825397,0.03003,Over
10.38,448.68810920000004,450,0.25,0.03013,Under
16.773758100000002,445.12872319999997,440,0.341269841,0.02982,Under
25.912838100000002,432.69547869999997,415,0.34920634899999997,0.030539999999999998,Under
0.22000001100000002,429.12677869999993,440,0.027777778,0.03126,Over
14.401578200000001,450.5560188999999,440,0.111111111,0.03013,Under
23.4132174,454.58569580000005,435,0.14285714300000002,0.03044,Under
0.345000216,434.75767740000003,455,0.095238095,0.03003,Over
0.755000235,442.52536610000004,470,0.261904762,0.029930000000000002,Over
1.815000021,438.2392193,445,0.095238095,0.03013,Over
0.374999999,432.88543710000005,460,0.226190476,0.030539999999999998,Over
0.125000085,453.6235539,470,0.031746032,0.03023,Under
0.47,455.88061880000004,465,0.035714286,0.03044,Over
26.04757538,445.06635589999996,425,0.265873016,0.02982,Under
26.17199945,433.49578610000003,410,0.111111111,0.029930000000000002,Under
34.68261033,454.01391730000006,420,0.03968254,0.030539999999999998,Under
20.93149809,431.9013335,415,0.12301587300000001,0.029930000000000002,Under
19.54815823,448.7759098,430,0.027777778,0.03034,Under
7.879999998,430.34669969999993,435,0.222222222,0.02951,Under
2.505000131,439.45121789999996,455,0.19047619,0.02972,Over
8.102550349,431.2968119,430,0.146825397,0.03065,Over
23.61727859,436.8680998,415,0.09126984099999999,0.02972,Under
28.51503445,431.6185995,410,0.293650794,0.03147,Under
0.905,434.5644658,450,0.13888888900000002,0.03003,Over
17.18964333,450.3992978,435,0.067460317,0.03003,Under
32.29341373,433.1969982,405,0.222222222,0.03034,Under
16.51921407,429.8672081,420,0.23015873,0.03075,Under
1.315008818,429.31429239999994,445,0.150793651,0.03085,Over
1.1550000009999999,433.91340080000003,455,0.23809523800000001,0.030539999999999998,Over
4.625000002,438.453825,455,0.301587302,0.02972,Over
1.8450000009999998,448.21839349999993,475,0.30952381,0.02951,Over
6.255000063,440.06741669999997,445,0.182539683,0.02962,Over
0.940002993,446.58846969999996,455,0.05952381,0.02972,Over
2.9400012789999996,441.70592,445,0.051587302,0.02972,Under
24.57147288,445.7165114,425,0.166666667,0.02972,Under
22.8499007,440.5976748,420,0.09126984099999999,0.03023,Under
37.56802389,450.5560188999999,415,0.111111111,0.03013,Under
8.004999997,432.88543710000005,435,0.226190476,0.030539999999999998,Over
43.85300253,447.58002360000006,405,0.08730158699999999,0.02982,Under
36.26239904,425.4723308999999,395,0.27777777800000003,0.03126,Under
5.6299999970000005,437.7385393,450,0.313492063,0.03013,Over
12.25,446.0877318,450,0.373015873,0.030539999999999998,Under
19.27841234,429.5789579,420,0.341269841,0.03075,Under
0.285000005,447.3553842,490,0.317460317,0.03003,Over
1.125000017,446.0877318,485,0.373015873,0.030539999999999998,Over
18.39925528,441.8434249,425,0.067460317,0.03023,Under
43.61294731,431.2968119,390,0.146825397,0.03065,Under
9.96040779,453.6235539,445,0.031746032,0.03023,Under
0.565000594,435.8014478,460,0.202380952,0.02972,Over
34.27504301,447.71483870000003,415,0.095238095,0.03003,Under
21.57584155,444.8352466,435,0.384920635,0.03034,Under
11.25,447.43900920000004,450,0.333333333,0.02972,Under
0.410000631,434.53603560000005,450,0.111111111,0.03034,Over
26.48086506,434.53603560000005,410,0.111111111,0.03034,Under
27.210946399999997,434.5644658,410,0.13888888900000002,0.03003,Under
0.22000007300000002,438.43450369999994,475,0.293650794,0.02962,Over
6.303698419,433.8867624,430,0.03968254,0.03178,Under
23.45500287,450.1225646000001,430,0.12301587300000001,0.030539999999999998,Under
26.78349453,439.08120260000004,420,0.293650794,0.02962,Under
42.66057782,444.8352466,410,0.384920635,0.03034,Under
10.6682891,450.5560188999999,445,0.111111111,0.03013,Under
28.14975694,445.94562479999996,425,0.305555556,0.02962,Under
0.970000084,431.541983,460,0.337301587,0.030539999999999998,Over
6.0650011710000005,432.8664657,440,0.25,0.03003,Over
35.03987163,446.72307429999995,420,0.369047619,0.03044,Under
43.68870795,446.4020774,405,0.14285714300000002,0.02982,Under
21.96587857,432.69547869999997,420,0.34920634899999997,0.030539999999999998,Under
3.5050000480000003,442.07915779999996,460,0.297619048,0.03065,Over
21.05509672,438.43450369999994,425,0.293650794,0.02962,Under
11.5,438.15513560000005,440,0.329365079,0.03013,Under
45.23867868,452.64932580000004,410,0.146825397,0.030539999999999998,Under
17.90695516,430.34669969999993,420,0.222222222,0.02951,Under
0.125001466,430.93764050000004,480,0.345238095,0.030539999999999998,Over
29.53149641,445.9374459,420,0.174603175,0.03034,Under
5.75,432.69547869999997,445,0.34920634899999997,0.030539999999999998,Over
31.23988993,455.326664,425,0.04365079400000001,0.03065,Under
21.81427355,430.34669969999993,415,0.222222222,0.02951,Under
3.815000004,442.18271380000004,455,0.25,0.029930000000000002,Over
33.61284932,445.9777397,420,0.35714285700000004,0.03023,Under
27.39201313,435.75142900000003,415,0.317460317,0.03013,Under
29.89474715,431.9013335,405,0.12301587300000001,0.029930000000000002,Under
39.62001664,429.8845552,395,0.257936508,0.03065,Under
17.78867502,451.33524739999996,435,0.05952381,0.02951,Under
29.58473592,444.8352466,425,0.384920635,0.03034,Under
46.64368791,450.451879,405,0.083333333,0.02972,Under
36.69843307,450.451879,415,0.083333333,0.02972,Under
14.70063073,438.15513560000005,435,0.329365079,0.03013,Under
2.255000599,449.3678772,465,0.198412698,0.02951,Over
0.22,438.8067653,455,0.099206349,0.03013,Over
2.3750024830000003,435.11447360000005,455,0.30952381,0.02962,Over
8.874999998,433.86386380000005,435,0.206349206,0.03013,Under
10.983558,448.8851089,440,0.055555556,0.02962,Under
13.948730599999998,441.0341462,430,0.08730158699999999,0.03013,Under
43.46765115,445.7165114,405,0.166666667,0.02972,Under
30.41470833,434.0357221,410,0.305555556,0.02962,Under
13.19876083,431.541983,430,0.337301587,0.030539999999999998,Under
2.125004735,446.2002336,465,0.281746032,0.02962,Over
0.9400000620000001,439.2501022,465,0.28968254,0.03023,Over
24.27905584,427.60470039999996,410,0.261904762,0.03085,Under
45.09677288,432.3504711,390,0.174603175,0.03168,Under
1.2500000009999999,448.0150228,465,0.17063492100000002,0.03003,Over
11.81780445,429.5789579,430,0.341269841,0.03075,Over
7.815000015,433.72956519999997,440,0.313492063,0.02972,Over
50.54790774,426.0250065,380,0.281746032,0.03188,Under
0.34500817799999994,435.8014478,465,0.202380952,0.02972,Over
18.54365547,439.03344569999996,430,0.325396825,0.03013,Under
0.87500017,438.15513560000005,470,0.329365079,0.03013,Over
23.27208516,425.4723308999999,410,0.27777777800000003,0.03126,Under
0.345000005,433.8867624,445,0.03968254,0.03178,Over
26.06815082,448.21839349999993,430,0.30952381,0.02951,Under
42.23669268,448.6627926,410,0.222222222,0.02972,Under
2.470000015,448.7759098,450,0.027777778,0.03034,Over
2.255003913,435.75142900000003,455,0.317460317,0.03013,Over
4.314999998999999,452.40363679999996,460,0.13888888900000002,0.03023,Under
7.500000001,432.63329580000004,435,0.182539683,0.03147,Under
36.82590037,443.91143939999995,410,0.16269841300000001,0.03065,Under
34.00400558,447.58002360000006,415,0.08730158699999999,0.02982,Under
7.437586407,451.40691,445,0.015873016,0.030539999999999998,Under
43.57130164,448.21839349999993,410,0.30952381,0.02951,Under
30.28678855,433.72956519999997,410,0.313492063,0.02972,Under
25.81952569,448.07682800000003,430,0.313492063,0.02972,Under
21.5936025,433.49578610000003,415,0.111111111,0.029930000000000002,Under
46.43770337,434.5644658,390,0.13888888900000002,0.03003,Under
19.82498152,446.4020774,430,0.14285714300000002,0.02982,Under
10.07742525,444.03826389999995,445,0.28571428600000004,0.029930000000000002,Over
4.505003614,428.9963681,435,0.154761905,0.031160000000000004,Over
3.255000045,445.06635589999996,460,0.265873016,0.02982,Over
15.67299012,432.4600703,425,0.253968254,0.03044,Under
0.16,430.9624272,480,0.23412698399999998,0.029930000000000002,Under
19.96006225,446.6764006,430,0.115079365,0.03044,Under
37.90719323,439.76400010000003,405,0.17857142899999998,0.03013,Under
13.91603013,445.06635589999996,440,0.265873016,0.02982,Over
10.66330435,454.58569580000005,450,0.14285714300000002,0.03044,Under
7.130000002,428.9963681,430,0.154761905,0.031160000000000004,Over
12.82969056,431.372871,430,0.333333333,0.03034,Over
0.440000293,430.9624272,470,0.23412698399999998,0.029930000000000002,Over
12.46901235,433.86386380000005,430,0.206349206,0.03013,Under
3.625002649,440.5976748,445,0.09126984099999999,0.03023,Over
0.5,433.31003300000003,440,0.011904762,0.029930000000000002,Under
16.78916084,440.9534382,430,0.19047619,0.03013,Under
39.73912052,445.06635589999996,410,0.265873016,0.02982,Under
16.92033332,447.4149994,440,0.261904762,0.030539999999999998,Under
41.50789973,448.2201219,410,0.206349206,0.03003,Under
9.56500002,443.8164193,445,0.257936508,0.03003,Over
20.69469083,448.8022885,440,0.38888888899999996,0.03023,Under
9.041014929,446.73566910000005,440,0.063492063,0.029930000000000002,Over
31.16481475,445.84722130000006,420,0.23412698399999998,0.03003,Under
5.440000019,446.3030347,450,0.154761905,0.02982,Over
13.657482199999999,448.68810920000004,445,0.25,0.03013,Under
3.690000035,445.94562479999996,465,0.305555556,0.02962,Over
3.8149999969999997,447.16634510000006,455,0.17063492100000002,0.02962,Over
0.160003253,446.58846969999996,465,0.05952381,0.02972,Over
2.4400021869999997,435.699325,455,0.321428571,0.03013,Over
0.160000001,439.45121789999996,480,0.19047619,0.02972,Over
20.8889521,429.8672081,415,0.23015873,0.03075,Under
40.06696048,445.03455539999993,410,0.253968254,0.03044,Under
10.11657577,448.7759098,440,0.027777778,0.03034,Under
44.77857399,444.3357398,405,0.329365079,0.029930000000000002,Under
7.3150030710000005,444.49643710000004,455,0.337301587,0.02982,Over
0.9700000120000001,447.2855227,475,0.24603174600000002,0.03023,Over
16.94682909,444.7248723999999,435,0.253968254,0.02982,Under
0.625000006,431.09024900000003,450,0.115079365,0.02951,Over
1.220000005,446.72307429999995,485,0.369047619,0.03044,Over
1.6250000009999999,431.6947408,460,0.341269841,0.03003,Over
8.680538184,447.5142016,440,0.031746032,0.02982,Under
0.285000001,440.41926680000006,465,0.17857142899999998,0.03023,Over
14.51074928,428.04221900000005,420,0.17063492100000002,0.03188,Under
13.26525991,452.64932580000004,445,0.146825397,0.030539999999999998,Under
36.49697068,455.88061880000004,420,0.035714286,0.03044,Under
27.24958028,449.5572368,425,0.11904761900000001,0.03044,Under
0.285000005,445.06635589999996,480,0.265873016,0.02982,Over
29.87965386,429.2550328,400,0.031746032,0.03188,Under
22.00980555,434.0357221,420,0.305555556,0.02962,Under
0.125000036,445.3200266,490,0.21825396800000002,0.029930000000000002,Over
4.940000004,445.7899634,455,0.226190476,0.02982,Over
28.78871264,444.2168275,425,0.365079365,0.03044,Under
0.905,434.1124784,450,0.14285714300000002,0.03044,Over
2.375007778,448.8022885,480,0.38888888899999996,0.03023,Over
1.185000012,430.93764050000004,460,0.345238095,0.030539999999999998,Over
2.815001117,447.43900920000004,470,0.333333333,0.02972,Over
1.12500002,444.8352466,485,0.384920635,0.03034,Over
11.125,448.07682800000003,450,0.313492063,0.02972,Over
15.73691834,442.52536610000004,435,0.261904762,0.029930000000000002,Under
3.69,431.9013335,440,0.12301587300000001,0.029930000000000002,Under
41.75696349,432.4600703,395,0.253968254,0.03044,Under
10.25,447.4149994,450,0.261904762,0.030539999999999998,Under
32.15967488,448.2201219,420,0.206349206,0.03003,Under
34.36093469,444.7248723999999,415,0.253968254,0.02982,Under
7.500000238999999,447.4149994,455,0.261904762,0.030539999999999998,Under
30.57882854,434.77285489999997,405,0.04365079400000001,0.03147,Under
38.99676394,448.21839349999993,415,0.30952381,0.02951,Under
40.01334181,447.16634510000006,410,0.17063492100000002,0.02962,Under
45.99956248,445.94562479999996,405,0.305555556,0.02962,Under
0.12501021,431.9013335,465,0.12301587300000001,0.029930000000000002,Over
0.345003429,444.3971635,490,0.27380952399999997,0.03034,Over
28.64281805,448.8022885,430,0.38888888899999996,0.03023,Under
13.02642044,443.8164193,440,0.257936508,0.03003,Under
3.9400000019999997,447.4149994,465,0.261904762,0.030539999999999998,Over
0.125000001,441.0341462,465,0.08730158699999999,0.03013,Over
29.58719291,433.8867624,405,0.03968254,0.03178,Under
32.50624822,445.12872319999997,420,0.341269841,0.02982,Under
0.435000001,445.12872319999997,485,0.341269841,0.02982,Over
1.7200005880000002,434.5644658,445,0.13888888900000002,0.03003,Over
22.91436001,441.70592,420,0.051587302,0.02972,Under
14.24660166,445.7970745,440,0.23015873,0.02982,Under
3.4400004230000003,451.22125489999996,475,0.39285714299999996,0.03044,Over
38.09363029,444.8352466,415,0.384920635,0.03034,Under
0.190000005,448.0150228,480,0.17063492100000002,0.03003,Over
42.50546575,445.9777397,410,0.35714285700000004,0.03023,Under
36.90739252,444.18612740000003,410,0.150793651,0.029930000000000002,Under
11.12637686,450.62195810000003,440,0.011904762,0.03044,Under
41.40750888,448.8022885,415,0.38888888899999996,0.03023,Under
30.55930572,452.40363679999996,425,0.13888888900000002,0.03023,Under
20.27132417,433.91340080000003,420,0.23809523800000001,0.030539999999999998,Under
1.875004528,432.4007399,450,0.23412698399999998,0.030539999999999998,Over
17.80333411,448.0150228,435,0.17063492100000002,0.03003,Under
19.48254884,447.68234,430,0.079365079,0.029930000000000002,Under
40.77744229,444.35872580000006,410,0.345238095,0.03003,Under
0.44000073100000003,439.45121789999996,470,0.19047619,0.02972,Over
0.31500000100000003,445.84722130000006,480,0.23412698399999998,0.03003,Over
25.72212579,444.03826389999995,425,0.28571428600000004,0.029930000000000002,Under
32.30797168,450.85173710000004,425,0.281746032,0.030539999999999998,Under
0.125000033,432.16769239999996,475,0.21825396800000002,0.029930000000000002,Over
35.18036095,447.32041430000004,420,0.36111111100000004,0.03013,Under
1.065008709,431.9013335,450,0.12301587300000001,0.029930000000000002,Over
47.74640093,447.43900920000004,405,0.333333333,0.02972,Under
4.5650000010000005,431.0203943,445,0.28571428600000004,0.03168,Over
1.254999999,445.03455539999993,475,0.253968254,0.03044,Over
24.00980555,445.94562479999996,430,0.305555556,0.02962,Under
34.64971881,438.2392193,405,0.095238095,0.03013,Under
39.15923198,448.3251089,410,0.055555556,0.02962,Under
15.9959345,446.3030347,435,0.154761905,0.02982,Under
0.190000003,434.5644658,460,0.13888888900000002,0.03003,Over
22.50530809,434.89168839999996,415,0.099206349,0.03013,Under
39.97714198,427.01552589999994,390,0.166666667,0.03126,Under
1.875,448.8851089,455,0.055555556,0.02962,Over
10.0,431.6185995,435,0.293650794,0.03147,Under
36.42926474,430.63871889999996,400,0.28968254,0.03178,Under
1.095,447.16634510000006,465,0.17063492100000002,0.02962,Over
0.345000001,448.07682800000003,490,0.313492063,0.02972,Over
0.625000251,445.03455539999993,480,0.253968254,0.03044,Over
15.48520611,432.8664657,425,0.25,0.03003,Under
5.875000792000001,448.6627926,455,0.222222222,0.02972,Over
4.125000016,447.58002360000006,450,0.08730158699999999,0.02982,Over
4.814999998999999,427.7623364,440,0.265873016,0.031160000000000004,Over
6.928144881000001,447.68234,445,0.079365079,0.029930000000000002,Over
22.16687962,438.15513560000005,425,0.329365079,0.03013,Under
24.8147211,454.01391730000006,430,0.03968254,0.030539999999999998,Under
28.9908333,447.4149994,425,0.261904762,0.030539999999999998,Under
23.881163100000002,426.0250065,410,0.281746032,0.03188,Under
0.28000000199999997,431.0203943,470,0.28571428600000004,0.03168,Over
29.88355608,447.43900920000004,425,0.333333333,0.02972,Under
29.088824,447.68234,420,0.079365079,0.029930000000000002,Under
9.722444963,445.3200266,445,0.21825396800000002,0.029930000000000002,Over
3.940000004,431.28461560000005,445,0.23015873,0.02972,Over
0.125004034,434.77285489999997,450,0.04365079400000001,0.03147,Over
0.41000119399999996,434.1124784,455,0.14285714300000002,0.03044,Over
9.649738117,429.8672081,430,0.23015873,0.03075,Over
2.815000001,434.35386550000004,440,0.115079365,0.030539999999999998,Over
0.34500000200000003,439.2501022,470,0.28968254,0.03023,Over
3.5050083489999997,435.0662955,440,0.126984127,0.030539999999999998,Over
39.40394268,451.22125489999996,420,0.39285714299999996,0.03044,Under
30.63055053,443.0939992,415,0.13888888900000002,0.029930000000000002,Under
2.440000185,436.8978738,450,0.206349206,0.03013,Over
13.31801986,436.8978738,430,0.206349206,0.03013,Over
20.29032561,439.45121789999996,425,0.19047619,0.02972,Under
7.486419989,447.90191519999996,445,0.09126984099999999,0.02982,Over
5.755000002999999,433.49578610000003,435,0.111111111,0.029930000000000002,Under
37.63566833,449.3678772,415,0.198412698,0.02951,Under
14.17436822,436.8680998,425,0.09126984099999999,0.02972,Under
0.845001275,455.326664,465,0.04365079400000001,0.03065,Over
19.88837979,444.25518569999997,425,0.027777778,0.029930000000000002,Under
10.35748458,444.18612740000003,440,0.150793651,0.029930000000000002,Under
20.4343732,431.96364810000006,415,0.11904761900000001,0.02972,Under
5.179813763,441.8434249,440,0.067460317,0.03023,Over
24.66989095,446.3030347,425,0.154761905,0.02982,Under
0.160000155,442.490015,460,0.04365079400000001,0.02962,Under
12.36298672,445.30790870000004,435,0.055555556,0.03065,Under
1.440009424,432.0383665,450,0.17857142899999998,0.03178,Over
10.59580119,445.7970745,445,0.23015873,0.02982,Under
6.130006936,445.03455539999993,455,0.253968254,0.03044,Over
37.36304823,431.6185995,400,0.293650794,0.03147,Under
11.52749061,446.4020774,440,0.14285714300000002,0.02982,Over
37.66102321,445.04224000000005,410,0.146825397,0.03003,Under
36.40412931,446.2002336,415,0.281746032,0.02962,Under
3.035000104,425.4723308999999,445,0.27777777800000003,0.03126,Over
35.4431242,427.01552589999994,395,0.166666667,0.03126,Under
16.06519937,439.178772,430,0.198412698,0.03023,Under
21.01054779,440.9534382,425,0.19047619,0.03013,Under
21.90750829,429.8845552,415,0.257936508,0.03065,Under
14.21382749,449.5572368,440,0.11904761900000001,0.03044,Under
0.280000001,437.340595,465,0.21031746,0.03013,Over
2.50500002,428.9963681,440,0.154761905,0.031160000000000004,Over
0.660000123,432.16769239999996,460,0.21825396800000002,0.029930000000000002,Over
25.84129245,443.0939992,420,0.13888888900000002,0.029930000000000002,Under
40.16908311,444.3971635,410,0.27380952399999997,0.03034,Under
24.78397011,444.2168275,430,0.365079365,0.03044,Under
0.440004745,442.18271380000004,475,0.25,0.029930000000000002,Over
0.565003981,431.372871,465,0.333333333,0.03034,Over
8.249999997,442.18271380000004,445,0.25,0.029930000000000002,Over
24.89889775,448.8851089,425,0.055555556,0.02962,Under
28.71829303,431.09024900000003,405,0.115079365,0.02951,Under
0.500000027,436.4152726,450,0.083333333,0.02962,Over
42.46131279,450.5560188999999,410,0.111111111,0.03013,Under
7.250000598,431.541983,440,0.337301587,0.030539999999999998,Over
4.005001254,446.2729933,445,0.035714286,0.03003,Over
30.84572635,446.72307429999995,425,0.369047619,0.03044,Under
9.91170688,432.0383665,430,0.17857142899999998,0.03178,Under
6.189999997999999,438.453825,450,0.301587302,0.02972,Over
19.63800123,447.58002360000006,430,0.08730158699999999,0.02982,Under
7.880000071,437.7385393,445,0.313492063,0.03013,Over
0.15500069800000002,433.72956519999997,475,0.313492063,0.02972,Over
25.22991597,448.68810920000004,430,0.25,0.03013,Under
17.42705323,427.01552589999994,415,0.166666667,0.03126,Under
0.720000027,440.06741669999997,465,0.182539683,0.02962,Over
0.9400000009999999,431.4105004,445,0.11904761900000001,0.03075,Over
13.21637666,447.8912988,435,0.007936508,0.03044,Under
33.30343268,451.5328956,425,0.28571428600000004,0.03065,Under
20.22737776,439.55474749999996,425,0.194444444,0.03013,Under
0.16,433.49578610000003,460,0.111111111,0.029930000000000002,Over
29.144769500000002,442.6340807,415,0.083333333,0.03013,Under
30.909059600000003,436.8978738,410,0.206349206,0.03013,Under
0.815000018,440.00241669999997,460,0.182539683,0.02962,Over
2.255000836,431.28461560000005,450,0.23015873,0.02972,Over
34.21384968,446.3030347,415,0.154761905,0.02982,Under
5.31500339,432.88543710000005,440,0.226190476,0.030539999999999998,Over
14.7066087,454.58569580000005,445,0.14285714300000002,0.03044,Under
2.940000279,442.490015,445,0.04365079400000001,0.02962,Under
24.61003371,431.541983,415,0.337301587,0.030539999999999998,Under
26.77288394,451.40691,425,0.015873016,0.030539999999999998,Under
0.28500942100000004,447.2855227,490,0.24603174600000002,0.03023,Over
10.541794099999999,429.31429239999994,425,0.150793651,0.03085,Under
18.37245375,444.18612740000003,430,0.150793651,0.029930000000000002,Under
50.29180677,430.63871889999996,385,0.28968254,0.03178,Under
28.07161344,447.5142016,420,0.031746032,0.02982,Under
15.82254669,446.6764006,435,0.115079365,0.03044,Under
1.315000004,435.11447360000005,460,0.30952381,0.02962,Over
34.22745299,448.3251089,415,0.055555556,0.02962,Under
0.280000609,451.33524739999996,465,0.05952381,0.02951,Over
4.315008738,448.0366937,455,0.134920635,0.03034,Over
54.58948431,425.4723308999999,375,0.27777777800000003,0.03126,Under
15.54227142,444.3971635,440,0.27380952399999997,0.03034,Under
30.05315712,448.07682800000003,425,0.313492063,0.02972,Under
1.785000023,447.68234,455,0.079365079,0.029930000000000002,Over
40.60468331,444.49643710000004,410,0.337301587,0.02982,Under
0.19000603800000002,449.20281739999996,465,0.063492063,0.03003,Over
9.036285945,435.72312810000005,435,0.194444444,0.02962,Over
33.21518976,436.8680998,405,0.09126984099999999,0.02972,Under
8.103082084,440.41926680000006,440,0.17857142899999998,0.03023,Over
5.875000001,448.91484,450,0.107142857,0.03023,Over
8.129999997999999,453.9069217,455,0.150793651,0.03065,Under
0.19000005,432.88543710000005,465,0.226190476,0.030539999999999998,Over
0.345002455,431.2968119,455,0.146825397,0.03065,Over
3.315000315,444.2168275,470,0.365079365,0.03044,Over
7.630002234,444.35872580000006,455,0.345238095,0.03003,Over
25.74896384,447.16634510000006,425,0.17063492100000002,0.02962,Under
39.32269244,438.453825,405,0.301587302,0.02972,Under
2.190000787,430.34669969999993,450,0.222222222,0.02951,Over
3.1900000160000004,448.3251089,450,0.055555556,0.02962,Over
23.21051414,443.91143939999995,425,0.16269841300000001,0.03065,Under
10.86869217,434.6381069,425,0.035714286,0.03168,Under
2.125000383,447.16634510000006,460,0.17063492100000002,0.02962,Over
25.74284486,447.43900920000004,430,0.333333333,0.02972,Under
1.15500418,446.6764006,465,0.115079365,0.03044,Under
3.690000004,445.84722130000006,460,0.23412698399999998,0.03003,Over
0.845000035,433.1969982,455,0.222222222,0.03034,Over
1.3750000009999999,445.94562479999996,475,0.305555556,0.02962,Over
0.250000004,433.30240729999997,440,0.007936508,0.02972,Under
34.95875925,438.15513560000005,410,0.329365079,0.03013,Under
29.41654109,445.9777397,425,0.35714285700000004,0.03023,Under
3.1250000160000004,432.88543710000005,445,0.226190476,0.030539999999999998,Over
22.99229591,451.71165779999995,430,0.063492063,0.02972,Under
25.91702824,439.2501022,420,0.28968254,0.03023,Under
50.15129963,452.64932580000004,405,0.146825397,0.030539999999999998,Under
24.43389495,448.3251089,425,0.055555556,0.02962,Under
6.250005016,435.699325,445,0.321428571,0.03013,Over
21.69826897,455.88061880000004,435,0.035714286,0.03044,Under
34.29899883,435.72312810000005,405,0.194444444,0.02962,Under
5.06500446,432.63329580000004,440,0.182539683,0.03147,Over
5.380000002,447.7306202,460,0.257936508,0.03044,Over
32.74301618,445.04224000000005,415,0.146825397,0.03003,Under
0.5350006820000001,439.178772,465,0.198412698,0.03023,Over
3.190000076,439.2501022,455,0.28968254,0.03023,Over
4.564999998999999,427.60470039999996,440,0.261904762,0.03085,Over
4.125,448.0150228,455,0.17063492100000002,0.03003,Over
1.6900004469999999,435.0662955,445,0.126984127,0.030539999999999998,Over
13.25153225,446.73566910000005,435,0.063492063,0.029930000000000002,Over
0.285,448.2201219,480,0.206349206,0.03003,Over
1.155000008,429.2550328,435,0.031746032,0.03188,Under
31.90136295,442.18271380000004,415,0.25,0.029930000000000002,Under
2.875001262,446.0877318,475,0.373015873,0.030539999999999998,Over
24.69830115,429.12677869999993,405,0.027777778,0.03126,Under
27.44688162,432.4007399,410,0.23412698399999998,0.030539999999999998,Under
11.40911974,448.2201219,445,0.206349206,0.03003,Under
23.96883668,442.52536610000004,425,0.261904762,0.029930000000000002,Under
24.18881861,433.7343048,415,0.202380952,0.03003,Under
16.27801378,431.6185995,425,0.293650794,0.03147,Under
2.874999999,449.5572368,460,0.11904761900000001,0.03044,Under
29.33067486,448.3251089,420,0.055555556,0.02962,Under
2.69,429.12677869999993,430,0.027777778,0.03126,Under
23.78541223,432.8664657,415,0.25,0.03003,Under
6.000000001,431.9013335,435,0.12301587300000001,0.029930000000000002,Under
2.125000001,455.326664,460,0.04365079400000001,0.03065,Under
16.13158517,439.55474749999996,430,0.194444444,0.03013,Under
4.19,437.340595,445,0.21031746,0.03013,Over
8.288939046,445.40449110000003,445,0.174603175,0.029930000000000002,Over
40.33906735,443.0939992,405,0.13888888900000002,0.029930000000000002,Under
14.57902045,431.6947408,430,0.341269841,0.03003,Under
0.190000002,432.0383665,465,0.17857142899999998,0.03178,Over
7.19,451.22125489999996,465,0.39285714299999996,0.03044,Over
37.97569832,439.178772,405,0.198412698,0.03023,Under
13.67281129,439.2501022,435,0.28968254,0.03023,Over
33.14447133,447.41463110000007,415,0.04365079400000001,0.02982,Under
15.12822493,448.2201219,440,0.206349206,0.03003,Under
18.54862392,428.04221900000005,415,0.17063492100000002,0.03188,Under
0.5000002029999999,443.0939992,465,0.13888888900000002,0.029930000000000002,Over
24.42509891,433.91340080000003,415,0.23809523800000001,0.030539999999999998,Under
